"AREA","TAVE","TMAX","TMIN","RF","MWUTM","IW","CHA","CHM","PS","RD","SS","TIME"
"2860","彭佳嶼",19.2,"25.9/20","12.0/27","75.2","16.2/120.0/21","24.6/360.0/27",74,"51/17",1009.3,12,67.6,"201612"
"2861","蘇澳",19.3,"26.6/4","12.7/28","381.6","9.0/10.0/27","22.3/360.0/27",81,"53/16",1018,25,60.1,"201612"
"2862","日月潭",17.1,"27.2/20","10.1/15","21.5","5.4/160.0/29","7.3/330.0/13",76,"33/19",905.5,1,169.4,"201612"
"2863","臺中",20.4,"30.8/21","13.3/28","8.4","6.0/10.0/27","13.2/340.0/27",74,"35/13",1007.9,1,186.9,"201612"
"2864","臺南",20.9,"29.4/13","13.9/28","2","9.9/20.0/27","17.3/10.0/27",74,"45/13",1015,1,184.5,"201612"
"2865","臺北",20.1,"30.6/21","12.6/28","16.5","8.2/50.0/24","15.4/50.0/23",71,"42/18",1016.7,6,84.8,"201612"
"2866","臺東",21.9,"29.0/4","15.4/29","30.8","7.0/40.0/27","17.2/20.0/27",71,"46/25",1018.4,7,117.3,"201612"
"2867","淡水",19.3,"29.5/21","10.9/28","16.5","6.2/10.0/27","16.1/100.0/20",72,"44/18",1018.3,4,106.6,"201612"
"2868","梧棲",19.4,"27.9/21","12.9/28","3.5","16.3/360.0/27","32.2/360.0/27",76,"51/23",1015.3,1,169.5,"201612"
"2869","新屋",19.3,"28.6/20","12.1/27","10.7","14.8/40.0/23","23.1/40.0/29",76,"50/16",1017.1,4,131.1,"201612"
"2870","宜蘭",19.1,"27.9/21","12.6/16","222.5","8.3/80.0/22","12.1/100.0/22",81,"54/18",1019.9,18,61.9,"201612"
"2871","玉山",2,"12.0/26","-0.405882353","92","13.8/310.0/16","26.4/310.0/28",70,"43052",643.8,5,190.5,"201612"
"2872","竹子湖",15.1,"26.0/21","7.2/28","189.9","9.9/30.0/23","19.3/10.0/23",86,"57/18",950.6,18,104.1,"201612"
"2873","阿里山",8.3,"17.7/5","-0.003703704","10","5.3/360.0/15","11.7/360.0/15",74,"23/27",766.6,3,168.5,"201701"
"2874","鞍部",11.6,"22.5/29","3.8/20","179.5","8.2/360.0/20","18.6/130.0/16",94,"57/29",926.5,23,52.7,"201701"
"2875","板橋",18.1,"27.3/1","11.9/27","25","7.6/60.0/31","14.0/40.0/31",73,"45/27",1019.9,6,61,"201701"
"2876","成功",20.1,"27.2/30","14.5/20","46.9","9.3/20.0/30","15.8/30.0/26",76,"55/27",1015.5,14,64.2,"201701"
"2877","嘉義",19,"28.7/29","11.9/28","1.3","5.3/360.0/20","10.5/330.0/21",74,"39/29",1015.3,1,173,"201701"
"2878","大武",21.8,"27.9/8","17.0/26","18","8.2/30.0/30","16.9/30.0/30",67,"41/27",1018.7,7,114.6,"201701"
"2879","東吉島",19.3,"24.5/8","15.2/20","T","18.7/10.0/30","25.5/20.0/31",77,"64/22",1014,0,136.3,"201701"
"2880","恆春",22.7,"28.7/19","18.2/21","12.5","12.4/40.0/31","24.8/40.0/20",69,"18295",1016.1,1,192.8,"201701"
"2881","新竹",17.7,"26.3/1","10.8/27","23.4","6.8/30.0/30","18.7/30.0/31",79,"51/29",1016.8,8,107.9,"201701"
"2882","花蓮",19.6,"26.9/30","13.3/27","19","10.2/40.0/20","18.4/50.0/20",75,"52/27",1018.4,11,70.1,"201701"
"2883","高雄",21.7,"28.5/8","14.7/26","0","5.1/320.0/27","9.8/300.0/27",70,"45/27",1018.1,0,205.1,"201701"
"2884","基隆",17.5,"25.8/4","11.4/20","254.7","9.7/10.0/20","15.4/20.0/20",80,"55/22",1018.1,20,55.4,"201701"
"2885","金門",15.6,"25.0/5","9.3/15","4.6","10.5/60.0/30","19.3/70.0/30",69,"38/22",1019,5,119.7,"201701"
"2886","蘭嶼",19.4,"25.4/7","14.2/21","161.4","22.6/20.0/26","35.5/20.0/26",80,"56/28",981.3,22,91.5,"201701"
"2887","馬祖",12.4,"21.0/2","7.0/21","20.4","9.4/70.0/30","18.5/70.0/30",79,"49/21",1012.6,8,87.9,"201701"
"2888","澎湖",18.6,"24.3/7","14.7/21","0.9","9.8/20.0/30","22.0/10.0/31",77,"55/22",1018.3,1,88.7,"201701"
"2889","彭佳嶼",17.3,"25.2/5","10.9/20","34.7","17.6/40.0/30","24.2/40.0/30",76,"51/22",1009.8,16,73.1,"201701"
"2890","蘇澳",17.8,"27.2/7","11.6/20","268.3","8.1/70.0/8","16.4/30.0/20",81,"54/22",1018.5,21,55.5,"201701"
"2891","日月潭",15.9,"25.1/29","8.9/26","4","6.2/290.0/17","7.8/280.0/17",75,"33/28",906,4,176.7,"201701"
"2892","臺中",18.9,"29.0/28","11.6/28","4","5.0/350.0/20","10.0/360.0/20",75,"37/29",1008.9,2,196.9,"201701"
"2893","臺南",19.4,"28.1/29","13.1/21","0","8.1/20.0/20","13.2/20.0/25",74,"44/29",1016,0,208.3,"201701"
"2894","臺北",18.3,"27.3/4","12.2/20","21.8","8.4/50.0/31","15.9/40.0/11",74,"49/22",1017.4,11,79.2,"201701"
"2895","臺東",20.8,"27.8/7","14.7/21","6.7","6.3/30.0/20","14.1/30.0/30",69,"40/27",1019,11,102.2,"201701"
"2896","淡水",17.4,"27.3/4","10.4/20","30.5","7.0/20.0/30","14.8/30.0/30",76,"50/22",1019,6,89.5,"201701"
"2897","梧棲",17.6,"25.7/29","12.0/20","1.5","15.5/350.0/30","27.1/350.0/30",79,"48/29",1016.4,1,158.7,"201701"
"2898","新屋",17.5,"25.5/1","12.0/20","25.4","16.0/40.0/30","24.4/30.0/30",79,"52/22",1017.9,5,92.3,"201701"
"2899","宜蘭",17.9,"27.9/5","11.6/21","96.6","8.1/60.0/30","13.4/90.0/30",83,"18019",1020.5,17,58.1,"201701"
"2900","玉山",1.6,"15.9/29","-0.338461538","22.2","14.4/310.0/21","22.7/300.0/21",58,"14/29",643,5,208.5,"201701"
"2901","竹子湖",13.5,"23.4/29","5.9/20","138.6","10.2/30.0/30","19.1/40.0/24",88,"59/28",950.7,19,96.2,"201701"
"2902","阿里山",7,"16.9/21","-0.078571429","33.4","5.6/360.0/9","13.3/290.0/26",84,"23/17",765.9,9,110.1,"201702"
"2903","鞍部",10.4,"21.5/19","1.5/9","223","9.9/350.0/9","21.4/150.0/6",91,"47/16",926.4,16,53.5,"201702"
"2904","板橋",16.8,"28.0/19","10.4/9","124.4","7.2/70.0/21","15.0/80.0/7",68,"31/16",1020.5,9,57.4,"201702"
"2905","成功",18.8,"25.9/18","11.6/11","104.4","9.2/30.0/21","16.4/30.0/21",73,"37/15",1015.9,19,50.2,"201702"
"2906","嘉義",18,"31.1/20","9.8/11","1.2","8.0/10.0/9","12.8/360.0/9",72,"38/17",1015.8,2,134.8,"201702"
"2907","大武",20.7,"28.6/20","14.2/11","20.6","7.3/30.0/6","15.1/40.0/6",67,"38/15",1019,14,83.6,"201702"
"2908","東吉島",18.3,"27.6/20","12.9/10","1.7","18.7/20.0/1","25.6/360.0/9",75,"18933",1014.4,3,117.2,"201702"
"2909","恆春",21.8,"29.5/22","15.6/11","6.2","13.4/40.0/21","27.6/40.0/21",67,"40/15",1016.5,8,154.6,"201702"
"2910","新竹",16.3,"25.6/20","9.6/10","91.7","6.7/30.0/2","15.8/60.0/2",75,"44/16",1017.3,8,110.6,"201702"
"2911","花蓮",18.6,"26.7/22","11.2/11","51.5","10.1/60.0/1","17.1/60.0/1",72,"40/15",1018.8,14,51.6,"201702"
"2912","高雄",21.1,"29.8/22","13.8/10","0","6.2/350.0/9","11.8/20.0/9",67,"41/16",1018.5,0,166.1,"201702"
"2913","基隆",16.4,"25.8/19","10.6/10","264.5","10.2/10.0/23","15.8/360.0/8",75,"46/15",1018.6,13,48,"201702"
"2914","金門",14.1,"24.6/17","7.9/10","90.1","10.7/60.0/21","21.3/50.0/21",68,"29/27",1019.4,5,156.5,"201702"
"2915","蘭嶼",18.4,"24.4/23","11.8/11","129.3","17.5/30.0/28","30.1/30.0/21",78,"47/14",981.5,20,50.8,"201702"
"2916","馬祖",10.9,"22.0/17","4.6/24","53.7","9.8/60.0/20","20.4/50.0/20",79,"16742",1013,6,104.2,"201702"
"2917","澎湖",17.3,"27.3/20","11.7/10","3.4","10.1/20.0/1","20.8/20.0/1",75,"17076",1018.7,2,105.4,"201702"
"2918","彭佳嶼",16.1,"24.0/17","9.0/10","81.8","17.3/350.0/9","23.3/40.0/20",73,"46/14",1010.3,12,62.9,"201702"
"2919","蘇澳",16.8,"25.0/22","11.0/9","209.3","8.8/70.0/18","20.3/50.0/5",76,"47/15",1019,17,43,"201702"
"2920","日月潭",14.6,"27.0/21","7.5/9","14","4.6/270.0/20","8.1/260.0/13",77,"38/18",905.8,5,114.6,"201702"
"2921","臺中",18,"29.8/20","9.9/10","20.8","5.9/10.0/9","13.2/10.0/9",71,"37/17",1009.4,5,135.4,"201702"
"2922","臺南",18.6,"29.0/20","9.7/11","1","9.7/10.0/9","18.7/30.0/9",71,"42/17",1016.4,2,174.3,"201702"
"2923","臺北",17,"27.9/19","10.4/10","123.7","8.6/50.0/6","17.1/50.0/6",69,"37/15",1017.9,8,70,"201702"
"2924","臺東",19.6,"27.8/22","11.4/11","24.4","6.2/30.0/6","15.3/50.0/9",71,"32/15",1019.5,11,79,"201702"
"2925","淡水",15.9,"26.7/19","6.7/9","121","7.0/20.0/23","14.6/80.0/21",74,"41/16",1019.7,9,90.2,"201702"
"2926","梧棲",16.3,"25.4/20","10.1/10","23.3","14.5/350.0/6","24.0/30.0/1",75,"17472",1016.9,4,138.7,"201702"
"2927","新屋",15.9,"24.0/17","9.0/9","82.1","15.2/40.0/6","24.4/40.0/6",75,"43/16",1018.4,8,102,"201702"
"2928","宜蘭",16.7,"26.2/20","10.7/9","74.7","8.3/80.0/18","12.8/90.0/18",77,"45/17",1021.1,12,44.7,"201702"
"2929","玉山",0.1,"13.7/6","-0.8","44.9","14.3/250.0/19","25.8/300.0/22",66,"14/19",641.8,6,159.3,"201702"
"2930","竹子湖",12.2,"23.5/17","3.4/10","184","8.9/20.0/6","18.1/30.0/23",84,"40/16",951,15,91.3,"201702"
"2931","阿里山",9.5,"17.8/20","0.2/27","107.4","4.4/360.0/15","11.7/300.0/10",82,"26/27",765.1,10,132.1,"201703"
"2932","鞍部",12.4,"23.8/30","4.6/2","209.7","10.1/350.0/31","19.0/360.0/31",91,"29/26",923.4,21,61.5,"201703"
"2933","板橋",18,"28.3/30","11.4/27","205","6.4/70.0/19","13.1/80.0/19",72,"38/27",1016.5,16,59.8,"201703"
"2934","成功",20.2,"27.6/19","14.6/2","75.9","10.3/360.0/31","17.6/20.0/31",80,"15008",1012.3,23,29.6,"201703"
"2935","嘉義",20.8,"31.9/31","11.7/3","18.4","8.6/10.0/31","15.7/360.0/31",76,"38/29",1012.5,5,165.6,"201703"
"2936","大武",22,"34.9/31","16.4/8","19.4","10.2/30.0/31","18.1/30.0/31",73,"37/31",1015.7,16,79.8,"201703"
"2937","東吉島",21.4,"29.9/31","17.1/8","2.4","21.1/10.0/31","27.6/20.0/31",74,"46/27",1011.2,3,146.6,"201703"
"2938","恆春",23.4,"31.3/21","16.6/1","2.4","11.0/40.0/2","22.1/50.0/2",70,"47/27",1013.5,3,176.4,"201703"
"2939","新竹",17.7,"26.5/29","10.1/27","154.6","6.0/20.0/2","14.9/40.0/21",77,"45/27",1013.8,15,90.9,"201703"
"2940","花蓮",19.6,"27.7/31","14.1/8","76","10.4/40.0/11","18.9/40.0/11",79,"49/27",1015,17,47.7,"201703"
"2941","高雄",23.5,"33.0/23","17.5/3","3.5","6.9/320.0/25","12.2/350.0/31",69,"16834",1015.3,3,200.5,"201703"
"2942","基隆",17.3,"26.8/12","12.0/27","288.8","10.8/10.0/31","16.4/20.0/31",80,"45/27",1014.5,20,52,"201703"
"2943","金門",15.6,"24.9/29","10.2/7","39.7","9.9/70.0/31","18.8/60.0/31",75,"10990",1015.5,13,93.1,"201703"
"2944","蘭嶼",19.6,"26.4/21","15.1/15","150","26.5/30.0/31","36.7/30.0/31",81,"50/27",978.9,21,76.8,"201703"
"2945","馬祖",12.4,"20.3/29","8.3/3","155.3","9.3/70.0/6","17.0/70.0/6",85,"16072",1008.6,17,88.7,"201703"
"2946","澎湖",20.6,"28.5/13","16.0/3","16.8","9.9/20.0/31","20.7/360.0/31",73,"15373",1015.1,6,122.8,"201703"
"2947","彭佳嶼",17.3,"24.7/30","11.3/2","173.7","17.6/330.0/6","28.3/100.0/10",76,"34/27",1006.3,16,59.8,"201703"
"2948","蘇澳",18.4,"26.7/18","12.3/7","130.7","9.2/140.0/28","20.3/30.0/31",78,"46/27",1014.9,18,57.6,"201703"
"2949","日月潭",16.6,"27.8/31","9.3/2","57.5","5.5/180.0/26","8.1/260.0/24",81,"41/27",903.7,10,113.5,"201703"
"2950","臺中",20.2,"30.2/24","12.9/3","38","6.0/20.0/25","14.0/350.0/31",73,"31/28",1006.1,9,146.8,"201703"
"2951","臺南",21.5,"30.2/21","13.6/3","12.8","10.6/20.0/31","21.6/10.0/31",70,"42/29",1013.1,3,194.7,"201703"
"2952","臺北",18.2,"29.3/30","12.0/7","182.7","7.5/50.0/21","15.3/50.0/21",75,"42/27",1014,18,60.8,"201703"
"2953","臺東",20.9,"30.1/31","14.7/3","42.2","7.0/40.0/31","18.0/50.0/31",76,"14642",1015.8,15,65.9,"201703"
"2954","淡水",17.2,"27.0/28","8.7/2","146","7.3/20.0/31","14.6/20.0/31",79,"38/27",1015.6,19,73,"201703"
"2955","梧棲",18.6,"27.1/31","11.5/3","45.4","14.3/350.0/2","24.6/20.0/31",77,"35/27",1013.6,11,136.5,"201703"
"2956","新屋",17.4,"25.2/31","11.6/7","170.7","13.8/40.0/21","22.5/40.0/21",81,"50/28",1014.7,17,75.8,"201703"
"2957","宜蘭",18.3,"27.8/20","12.0/27","97.3","8.8/320.0/23","15.7/330.0/23",79,"45/29",1017,19,68.6,"201703"
"2958","玉山",0.3,"11.3/25","-5.25","35.4","15.7/290.0/24","27.9/300.0/10",87,"22/28",641.7,8,106.1,"201703"
"2959","竹子湖",14.1,"24.3/30","6.8/2","175","9.1/20.0/31","18.9/20.0/31",85,"34/26",947.7,21,72.3,"201703"
"2960","阿里山",11.7,"19.1/14","-0.1","330.5","5.0/170.0/12","14.3/310.0/12",80,"42843",764.9,15,123.2,"201704"
"2961","鞍部",16.5,"26.5/10","6.6/2","150.6","10.8/340.0/21","22.4/350.0/21",85,"34/29",921.3,15,103.4,"201704"
"2962","板橋",22.2,"34.9/10","9.8/2","125.7","6.3/70.0/28","14.1/220.0/10",69,"42793",1012.6,12,112.2,"201704"
"2963","成功",22.6,"31.1/18","15.3/1","104.4","10.5/20.0/21","18.3/20.0/21",79,"14277",1009.2,14,77,"201704"
"2964","嘉義",23.9,"33.9/10","10.0/2","105.9","7.5/230.0/10","12.3/240.0/10",75,"42824",1009.6,11,171.1,"201704"
"2965","大武",24.3,"36.2/20","16.7/1","91.1","8.5/30.0/22","16.0/180.0/10",73,"13424",1012.7,10,147.3,"201704"
"2966","東吉島",24.1,"31.1/26","17.1/1","79.4","18.1/10.0/1","23.8/360.0/1",74,"15008",1008.3,9,197.8,"201704"
"2967","恆春",25.5,"34.9/19","18.2/1","28","8.4/20.0/28","17.2/50.0/1",71,"15036",1011.1,4,186.4,"201704"
"2968","新竹",22.2,"34.1/10","12.6/1","124","6.0/10.0/21","15.5/20.0/21",72,"34/29",1010.1,10,148.4,"201704"
"2969","花蓮",22.6,"30.2/21","13.6/2","106.2","11.2/40.0/21","18.9/40.0/21",77,"13181",1011.7,16,103.8,"201704"
"2970","高雄",25.6,"32.7/16","16.6/1","113.5","7.0/360.0/1","16.2/350.0/1",71,"15008",1012.7,6,209.1,"201704"
"2971","基隆",21.7,"32.3/10","10.5/2","141.9","10.6/10.0/1","16.6/360.0/1",73,"13912",1010.6,15,125.8,"201704"
"2972","金門",20.1,"28.3/17","10.9/1","44.6","9.5/60.0/26","19.3/70.0/22",75,"28/28",1011.1,13,151.1,"201704"
"2973","蘭嶼",21.6,"28.0/20","14.5/1","150","20.2/250.0/11","29.9/30.0/1",82,"17958",976.5,14,109.3,"201704"
"2974","馬祖",18.1,"27.0/17","9.7/1","143.8","10.4/220.0/17","18.8/230.0/9",81,"39/14",1003.7,16,155.3,"201704"
"2975","澎湖",23.9,"30.4/17","16.5/1","132.3","8.9/10.0/1","17.9/40.0/27",74,"13912",1012,11,177.8,"201704"
"2976","彭佳嶼",20.8,"28.1/17","12.6/1","63.9","15.1/30.0/21","21.9/30.0/21",78,"41/28",1002.6,11,143.1,"201704"
"2977","蘇澳",21.7,"29.8/9","11.3/2","127.9","10.8/70.0/21","22.8/70.0/21",75,"13181",1011.3,16,117.6,"201704"
"2978","日月潭",18.6,"29.7/19","8.5/2","255.5","7.7/290.0/21","15.1/300.0/21",82,"12816",902.2,13,112.3,"201704"
"2979","臺中",23.2,"33.7/10","11.9/2","98.8","5.0/360.0/1","11.3/360.0/1",73,"42792",1003.3,10,149.6,"201704"
"2980","臺南",24.6,"32.3/10","14.9/1","64.5","11.4/20.0/1","21.7/20.0/1",71,"12086",1010.5,9,194.7,"201704"
"2981","臺北",22.5,"35.5/10","11.5/2","121.5","7.3/50.0/11","13.9/50.0/11",66,"42792",1010.1,13,105.6,"201704"
"2982","臺東",23.6,"31.9/26","15.2/3","82.8","5.9/30.0/22","14.8/30.0/22",75,"14305",1012.7,13,138,"201704"
"2983","淡水",21.8,"32.2/10","11.1/2","98.5","6.6/20.0/11","15.5/20.0/21",73,"42793",1011.9,12,132.8,"201704"
"2984","梧棲",22.8,"32.2/10","12.8/1","65.5","12.4/350.0/1","21.1/20.0/1",72,"47150",1010.4,8,163.7,"201704"
"2985","新屋",21.9,"30.4/10","12.4/2","121.3","13.4/250.0/10","20.8/240.0/10",77,"13181",1011,12,143.1,"201704"
"2986","宜蘭",21.6,"30.5/10","10.9/2","151.8","8.2/60.0/21","13.8/60.0/21",77,"13547",1013.3,13,120.6,"201704"
"2987","玉山",3.4,"14.4/16","-4.1","358","15.0/320.0/21","25.6/310.0/1",79,"42808",642.5,16,144.6,"201704"
"2988","竹子湖",17.9,"28.2/10","7.3/2","135.5","9.4/30.0/21","18.4/20.0/21",80,"12451",945,15,110.6,"201704"
"2989","阿里山",13.6,"21.3/29","7.9/1","336","5.0/170.0/14","12.9/140.0/15",92,"43034",764.7,23,89.5,"201705"
"2990","鞍部",19.4,"27.1/11","14.2/31","181.5","7.6/70.0/7","15.5/360.0/24",90,"14611",919.8,16,48.8,"201705"
"2991","板橋",25.6,"34.0/11","18.7/1","152.9","6.4/70.0/28","13.6/90.0/28",75,"14977",1009.7,16,101.3,"201705"
"2992","成功",25.4,"31.4/10","20.7/1","103.1","10.4/20.0/24","18.8/30.0/13",84,"60/18",1006.4,21,121.6,"201705"
"2993","嘉義",27,"36.0/12","17.8/1","77.8","8.4/250.0/12","12.5/250.0/12",77,"15311",1006.8,9,160.8,"201705"
"2994","大武",26.6,"37.4/9","21.0/1","88.1","6.6/180.0/9","11.8/190.0/24",77,"12663",1010,15,137.5,"201705"
"2995","東吉島",26.4,"31.8/5","21.5/16","69","16.2/10.0/16","20.4/10.0/16",79,"20090",1005.7,7,193.3,"201705"
"2996","恆春",28.1,"34.2/12","21.7/1","48.7","9.1/40.0/20","20.0/50.0/20",72,"18476",1008.2,9,183.4,"201705"
"2997","新竹",25.7,"33.3/29","18.7/1","99.5","5.0/20.0/17","11.7/50.0/17",75,"16072",1007.3,10,132.7,"201705"
"2998","花蓮",25.2,"31.6/9","20.6/17","144.5","9.1/40.0/24","14.8/30.0/24",80,"57/26",1009,20,108.6,"201705"
"2999","高雄",28.2,"33.5/12","22.8/1","129","5.9/320.0/9","10.6/170.0/12",74,"19360",1009.8,8,209.6,"201705"
"3000","基隆",24.6,"33.4/31","19.4/1","229.1","7.8/10.0/24","13.0/320.0/15",77,"18629",1007.9,20,74.1,"201705"
"3001","金門",24.1,"30.5/29","19.1/16","100.9","8.8/70.0/28","14.9/50.0/24",79,"33/26",1007.8,10,142.6,"201705"
"3002","蘭嶼",24,"29.4/10","19.1/19","317.9","23.3/30.0/28","36.9/30.0/28",89,"24746",974,14,108,"201705"
"3003","馬祖",22,"29.6/23","17.5/16","103.6","7.9/220.0/31","15.2/220.0/31",84,"22160",1001.3,7,130.3,"201705"
"3004","澎湖",26.2,"32.1/12","20.5/20","81.2","7.7/10.0/16","16.6/20.0/16",79,"56/26",1009.2,8,156.1,"201705"
"3005","彭佳嶼",23.6,"29.5/11","18.7/27","198.4","13.2/170.0/12","18.5/160.0/12",85,"50/26",1000,11,120.6,"201705"
"3006","蘇澳",24.5,"31.4/11","19.4/1","271.7","9.9/50.0/24","20.1/70.0/24",83,"57/26",1008.6,22,83.4,"201705"
"3007","日月潭",21.1,"29.5/29","15.9/1","347.5","5.3/180.0/8","11.4/150.0/8",86,"51/14",900.8,19,99.9,"201705"
"3008","臺中",26.7,"34.9/14","18.9/1","111.5","4.6/20.0/16","8.9/20.0/16",75,"15707",1000.5,8,133.1,"201705"
"3009","臺南",27.7,"33.9/12","21.5/16","79.5","8.3/210.0/12","13.1/340.0/16",73,"17899",1007.6,6,199.5,"201705"
"3010","臺北",25.6,"35.0/11","19.7/27","135.5","8.6/50.0/7","14.5/60.0/7",73,"15342",1007.3,16,83.8,"201705"
"3011","臺東",26.2,"35.3/9","21.6/16","184.5","5.3/190.0/9","10.9/190.0/9",79,"17564",1010,22,146.1,"201705"
"3012","淡水",25.5,"33.5/10","19.8/1","143.5","5.5/150.0/29","13.5/110.0/18",75,"16072",1009,11,118.1,"201705"
"3013","梧棲",26,"30.7/12","20.1/16","65.8","11.4/350.0/17","17.2/350.0/17",77,"14977",1007.6,9,164.8,"201705"
"3014","新屋",25.3,"31.0/10","18.1/1","83.4","10.8/40.0/21","19.1/260.0/9",81,"18629",1008.1,8,151.8,"201705"
"3015","宜蘭",24.4,"32.0/11","18.9/1","227.6","7.3/60.0/24","12.9/50.0/24",85,"56/26",1010.5,19,81.7,"201705"
"3016","玉山",5.4,"16.2/10","0.4/1","339.5","14.9/300.0/14","24.4/310.0/16",84,"43026",643.1,19,97.8,"201705"
"3017","竹子湖",21.1,"29.0/11","15.9/1","163.1","8.0/30.0/24","15.4/20.0/24",84,"51/26",943.1,14,82.6,"201705"
"3018","阿里山",14.8,"21.8/27","10.3/18","1986.6","6.5/310.0/2","18.8/300.0/2",89,"48/28",764.6,20,97.6,"201706"
"3019","鞍部",22.3,"28.7/29","17.9/15","1009.1","9.2/350.0/2","18.7/300.0/14",90,"62/21",917.6,16,71.3,"201706"
"3020","板橋",27.9,"36.2/26","22.3/15","673","8.0/210.0/1","15.4/240.0/1",79,"51/20",1006.4,15,127.8,"201706"
"3021","成功",27.6,"32.8/21","23.8/4","118.3","9.0/190.0/13","18.5/190.0/13",83,"56/21",1003.1,14,196.8,"201706"
"3022","嘉義",29,"36.4/11","23.8/2","578","8.9/250.0/3","14.3/250.0/2",78,"46/13",1005,16,177.9,"201706"
"3023","大武",29.1,"38.2/24","24.4/18","291.6","7.7/190.0/22","13.8/210.0/2",74,"39/24",1007.1,15,231.2,"201706"
"3024","東吉島",28.3,"32.6/7","24.6/18","275","14.8/230.0/5","22.6/260.0/5",85,"71/30",1003.6,11,214.1,"201706"
"3025","恆春",29.8,"34.6/13","25.5/15","105","6.6/280.0/14","14.4/290.0/1",75,"17777",1006.1,19,190.9,"201706"
"3026","新竹",28,"34.3/20","22.4/17","581.5","6.1/280.0/26","16.6/280.0/21",78,"55/20",1004.4,13,172.9,"201706"
"3027","花蓮",27.6,"34.2/26","23.1/15","211","8.4/160.0/10","13.7/40.0/17",80,"58/26",1005.5,14,174.9,"201706"
"3028","高雄",29.7,"34.3/12","24.9/29","256","7.4/30.0/29","25.6/60.0/29",77,"61/30",1008.4,14,226.8,"201706"
"3029","基隆",27.3,"35.0/25","21.6/15","824.9","9.6/230.0/14","17.2/230.0/14",78,"52/26",1004.4,16,134.4,"201706"
"3030","金門",26.3,"32.5/27","21.2/15","170.9","9.4/230.0/2","15.2/270.0/13",87,"63/30",1004.1,15,144.8,"201706"
"3031","蘭嶼",26.5,"30.8/8","24.0/30","13.9","21.6/250.0/1","32.3/240.0/1",85,"24351",972,6,153.6,"201706"
"3032","馬祖",24.3,"32.6/7","19.4/16","388.3","10.9/230.0/13","22.5/240.0/13",90,"24777",997,19,102.1,"201706"
"3033","澎湖",28.3,"34.0/12","23.9/2","314.7","8.4/300.0/2","16.2/200.0/13",85,"66/30",1006.9,16,213.9,"201706"
"3034","彭佳嶼",26.3,"31.7/26","21.0/15","534.8","26.1/250.0/14","31.0/260.0/14",89,"61/30",996.5,12,162.2,"201706"
"3035","蘇澳",27.2,"33.9/11","22.5/15","329.9","8.8/140.0/29","14.2/60.0/14",84,"58/22",1005,17,125.6,"201706"
"3036","日月潭",22.3,"31.9/11","17.8/15","1013","13.8/300.0/2","29.4/280.0/2",86,"54/28",899.8,20,99.7,"201706"
"3037","臺中",27.9,"35.9/13","22.5/19","894","6.4/210.0/13","20.6/210.0/13",81,"48/13",998.7,15,144.4,"201706"
"3038","臺南",29.3,"34.5/12","24.4/16","251.5","9.2/170.0/12","14.3/190.0/11",79,"18963",1006.1,14,199.2,"201706"
"3039","臺北",28,"35.6/28","22.0/15","649.7","6.3/250.0/25","13.6/240.0/1",75,"44/20",1004,16,83.8,"201706"
"3040","臺東",29,"35.3/24","24.0/4","170.4","7.3/190.0/13","15.0/210.0/13",77,"43/14",1006.7,12,234.6,"201706"
"3041","淡水",27.2,"36.9/5","22.0/17","915.5","6.1/350.0/2","14.4/200.0/14",83,"55/21",1005.8,13,138.8,"201706"
"3042","梧棲",28,"35.0/13","22.9/15","443.4","12.2/250.0/14","20.6/250.0/14",81,"51/13",1005.4,13,187.4,"201706"
"3043","新屋",27.6,"33.0/30","22.1/15","761.2","15.5/220.0/2","29.4/320.0/2",86,"56/30",1005,13,162.5,"201706"
"3044","宜蘭",27.3,"34.1/25","22.6/15","312.1","6.6/360.0/17","9.6/360.0/17",87,"52/21",1006.8,18,135.1,"201706"
"3045","玉山",7.6,"19.4/10","1.7/18","800","17.0/320.0/13","30.1/290.0/14",83,"43065",644.2,16,101.6,"201706"
"3046","竹子湖",23.8,"30.8/11","18.9/15","830.5","7.0/30.0/17","16.7/10.0/2",85,"21732",940.8,15,94.1,"201706"
"3047","阿里山",15,"22.0/30","10.3/14","940.3","6.3/170.0/31","16.3/180.0/31",93,"49/19",764.6,24,112.7,"201707"
"3048","鞍部",23.6,"30.7/5","19.1/7","160","15.4/190.0/29","38.9/120.0/29",85,"56/20",918.3,11,158.8,"201707"
"3049","板橋",29.7,"37.5/19","24.3/2","212.6","11.9/70.0/29","28.4/80.0/29",72,"41/19",1006.8,17,205.2,"201707"
"3050","成功",28.1,"33.2/28","23.2/16","205.1","12.3/210.0/29","27.2/200.0/29",79,"55/29",1004.4,10,255.2,"201707"
"3051","嘉義",28.9,"36.0/1","23.5/31","663.2","9.9/60.0/8","17.5/50.0/8",80,"48/13",1004.7,21,192.2,"201707"
"3052","大武",28.5,"34.4/3","23.9/30","507.5","16.6/160.0/30","28.3/190.0/30",77,"56/28",1008.2,16,237.7,"201707"
"3053","東吉島",29.6,"34.3/25","24.3/31","256.1","22.6/200.0/31","31.6/210.0/31",81,"65/26",1003.4,10,255.4,"201707"
"3054","恆春",29.4,"34.5/13","24.4/31","645.1","12.9/180.0/30","29.8/230.0/30",77,"20059",1005.9,15,227.2,"201707"
"3055","新竹",29.5,"36.6/28","24.4/7","89.7","9.5/360.0/29","24.4/350.0/29",72,"45/21",1004.8,9,252.8,"201707"
